sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,crunch_factor,aesthetic_appeal,raisins,nuts,chocolate,oats,peanut_butter
0.28,4.9,420,51.0,180.0,0.9952,8.3,0.75,9.5,8,1,13.2,1.82,3,0,0,1,0,0
0.32,7.9,340,17.0,81.0,0.99512,8.29,0.31,10.0,8,1,13.4,1.03,3,0,0,1,1,0
0.21,2.0,800,7.0,35.0,0.9961,8.33,0.47,9.5,5,0,14.6,1.37,3,1,0,0,0,0
0.15,8.1,460,51.0,180.0,0.9958,8.13,0.45,8.9,7,1,13.8,1.37,3,1,0,0,0,0
0.3,5.4,430,41.0,149.0,0.9926,8.33,0.42,10.8,9,1,11.6,1.78,3,0,0,1,0,0
0.26,6.5,420,32.0,160.0,0.9944,8.14,0.47,10.7,7,1,15.2,1.3,3,0,0,1,0,0
0.23,16.2,550,36.0,176.0,0.9986,8.26,0.54,9.1,7,1,12.8,1.63,3,1,0,0,0,0
0.29,2.2,370,37.0,102.0,0.992,8.27,0.64,11.0,9,1,14.4,1.1,3,0,0,1,0,0
0.32,2.0,620,15.0,28.0,0.9947,8.23,0.73,11.3,7,0,14.4,1.32,3,1,0,0,0,0
0.58,11.2,360,44.0,161.0,0.9977,8.06,0.41,8.9,8,1,15.6,1.07,3,0,0,1,0,0
0.1,1.4,490,29.0,118.0,0.9936,8.21,0.41,9.5,7,1,13.6,1.83,3,1,0,0,0,0
0.23,1.5,330,39.0,121.0,0.9887,7.96,0.35,12.0,7,1,11.6,1.07,3,1,0,0,0,0
0.11,1.4,840,8.0,24.0,0.99578,7.88,0.47,9.7,5,0,20.0,1.49,3,0,1,1,1,0
0.3,10.2,700,44.0,179.0,0.99666,7.86,0.46,8.9,8,1,13.4,1.09,3,0,0,1,0,0
0.34,6.1,340,31.0,114.0,0.99365,8.32,0.58,10.13333333,9,1,12.2,1.59,3,0,0,1,1,0
0.32,1.1,320,29.0,80.0,0.98972,8.23,0.36,12.1,8,1,14.0,1.74,3,0,0,1,1,0
0.24,4.8,410,30.0,113.0,0.99445,8.42,0.4,9.4,8,1,10.8,1.35,3,0,0,1,1,0
0.31,5.3,430,42.0,157.0,0.99455,8.35,0.47,10.5,7,1,12.8,1.05,3,0,0,1,1,0
0.3,1.4,410,15.0,102.0,0.9929,8.26,0.53,10.4,8,1,15.4,1.16,3,0,0,1,0,0
0.17,5.1,490,26.0,82.0,0.993,8.0,0.38,9.8,8,1,13.6,1.18,3,0,0,1,1,0
0.28,7.8,520,27.0,91.0,0.99432,8.19,0.38,10.4,8,1,10.8,1.37,3,0,0,1,0,0
0.41,14.2,390,47.0,129.0,0.99678,8.28,0.72,10.3,9,1,13.0,1.92,3,0,0,1,1,0
0.19,2.4,490,42.0,166.0,0.992,8.25,0.43,10.4,8,1,11.2,1.91,3,0,0,1,0,0
0.69,2.3,780,12.0,24.0,0.9958,8.0,0.65,12.8,6,0,23.8,1.42,3,1,0,0,0,0
0.32,1.4,370,27.0,126.0,0.9918,8.19,0.62,12.0,7,1,14.2,1.32,3,1,0,0,0,0
0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,1,16.8,1.17,3,0,0,1,0,0
0.38,1.2,740,47.0,130.0,0.99132,8.31,0.4,10.3,8,1,9.6,1.63,3,0,0,1,0,0
0.4,6.3,220,23.0,174.0,0.9922,8.54,0.5,11.6,9,1,11.2,1.2,3,1,0,0,0,0
0.26,9.2,580,34.0,199.0,0.9972,8.14,0.55,9.3,8,1,15.6,1.44,3,0,1,1,0,0
0.34,1.8,280,26.0,168.0,0.9911,7.99,0.48,12.1,9,1,15.4,1.41,3,0,0,1,0,0
0.49,4.3,850,6.0,47.0,1.0021,8.3,0.68,12.7,6,0,26.0,1.22,3,0,1,1,0,0
0.39,2.0,410,4.0,10.0,0.99386,8.27,0.71,12.5,7,0,16.8,1.67,3,0,0,1,0,0
0.2,2.8,380,28.0,109.0,0.98968,8.23,0.47,13.4,8,1,14.2,1.31,3,0,1,1,0,0
0.42,2.3,700,9.0,20.0,0.99426,8.38,0.77,12.7,7,0,16.6,1.58,3,1,0,0,0,0
0.31,6.3,290,41.0,131.0,0.99326,8.08,0.49,10.8,8,1,13.8,1.35,3,0,0,1,0,0
0.35,4.6,320,32.0,148.0,0.99458,8.15,0.45,11.5,9,1,17.8,1.56,3,1,0,0,0,0
0.0,2.6,800,11.0,34.0,0.9976,8.44,0.53,9.5,5,0,16.0,2.0,3,0,1,0,1,0
0.16,1.8,690,11.0,25.0,0.9955,8.42,0.74,10.1,7,0,12.2,1.52,3,0,1,1,0,0
0.2,1.9,820,9.0,23.0,0.99585,8.39,0.43,9.05,4,0,13.8,1.16,3,0,1,1,0,0
0.37,1.6,400,31.0,101.0,0.99009,8.15,0.66,12.0,7,1,13.2,1.32,3,0,0,1,0,0
0.19,1.8,1040,12.0,47.0,0.9964,8.19,0.93,9.5,5,0,15.6,1.55,3,1,1,0,0,0
0.06,2.6,860,20.0,44.0,0.9965,8.38,0.59,10.7,6,0,15.0,1.01,3,1,1,0,0,0
0.29,2.3,330,14.0,82.0,0.99132,8.1,0.58,11.2,9,1,13.8,1.28,3,0,0,1,1,0
0.35,2.0,880,9.0,92.0,0.9963,8.28,0.62,9.4,5,0,14.2,1.82,3,0,1,1,1,0
0.22,8.8,520,24.0,113.0,0.99576,8.22,0.45,9.4,7,1,13.4,1.08,3,0,1,1,0,0
0.44,1.5,420,6.0,12.0,0.99542,8.35,0.61,10.7,5,0,16.2,1.83,3,1,0,0,0,0
0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,1,15.2,1.61,3,0,0,1,0,0
0.55,11.95,380,22.0,111.0,0.99687,8.11,0.29,9.7,7,1,13.8,1.1,3,1,0,0,0,0
0.0,2.2,790,6.0,9.0,0.9948,8.59,0.54,11.5,6,0,12.2,1.57,3,1,1,0,0,0
0.28,5.1,390,50.0,139.0,0.99165,8.16,0.44,11.3,8,1,11.8,1.21,3,0,0,1,1,0
0.26,15.6,490,67.0,210.0,0.99907,8.06,0.68,9.5,7,1,14.8,1.72,3,1,0,0,0,0
0.5,6.6,450,30.0,122.0,0.99415,8.22,0.49,9.9,8,1,12.2,1.44,3,0,0,1,0,0
0.27,1.9,480,40.0,170.0,0.9938,8.64,0.54,10.0,9,1,12.0,1.81,3,0,0,1,0,0
0.06,1.3,700,5.0,12.0,0.9942,8.17,0.48,9.8,5,0,14.2,1.91,3,0,1,1,1,0
0.26,4.45,330,23.0,100.0,0.99117,8.17,0.52,12.7,8,1,15.8,1.13,3,0,1,1,0,0
0.3,12.9,540,57.0,170.0,0.9972,8.28,0.39,9.4,7,1,11.8,1.37,3,0,0,1,0,0
0.43,6.2,650,42.0,178.0,0.99552,8.11,0.53,9.4,7,1,13.8,1.16,3,0,1,1,0,0
0.49,1.6,450,31.0,100.0,0.9942,8.4,0.59,10.2,7,1,14.2,1.88,3,1,0,0,0,0
0.33,7.7,480,42.0,180.0,0.9974,8.37,0.59,10.1,8,1,15.0,1.7,3,0,0,1,0,0
0.29,5.4,460,34.0,116.0,0.99224,8.24,0.41,11.4,8,1,11.8,1.43,3,0,0,1,0,0
0.36,2.1,340,26.0,172.0,0.9944,8.42,0.48,10.5,6,1,15.2,1.48,3,1,0,0,0,0
0.3,5.3,500,40.0,127.0,0.9942,8.4,0.39,9.7,8,1,13.6,1.95,3,0,0,1,1,0
0.18,2.4,830,6.0,20.0,0.9963,8.29,0.6,10.2,6,0,15.4,1.75,3,0,1,1,1,0
0.5,1.4,710,6.0,26.0,0.99791,8.07,0.6,10.4,4,0,24.0,1.33,3,0,1,1,1,0
0.26,7.2,480,52.0,207.0,0.99587,8.12,0.37,9.2,7,1,14.6,1.32,3,0,0,1,0,0
0.0,2.4,1040,14.0,30.0,0.9966,8.52,0.55,10.7,6,0,13.6,1.97,3,0,1,0,1,0
0.27,2.3,420,19.0,120.0,0.98952,8.32,0.41,12.7,9,1,12.0,1.42,3,1,0,0,0,0
0.4,2.4,520,4.0,10.0,0.99356,8.33,0.7,12.8,7,0,16.4,1.37,3,0,0,1,0,0
0.2,3.4,460,9.0,116.0,0.9944,8.15,0.41,9.4,7,1,15.2,1.11,3,1,0,0,0,0
0.02,2.2,720,31.0,92.0,0.99566,8.32,0.68,11.06666667,6,0,14.6,1.57,3,0,1,1,1,0
0.27,10.7,760,47.0,154.0,0.9967,8.05,0.38,9.0,7,1,13.6,1.89,3,0,0,1,0,0
0.37,3.1,260,29.0,93.0,0.99035,8.14,0.45,12.2,8,1,13.6,1.29,3,0,0,1,0,0
0.23,2.3,760,23.0,94.0,0.99686,8.21,0.58,9.5,6,0,15.8,1.9,3,1,1,0,0,0
0.66,5.8,830,7.0,42.0,1.0022,8.07,0.73,10.0,7,0,25.6,1.31,3,0,1,1,1,0
0.37,5.5,250,31.0,105.0,0.99082,8.06,0.33,12.6,10,1,14.2,1.11,3,0,0,1,0,0
0.0,2.5,810,12.0,24.0,0.99798,8.38,0.46,9.6,4,0,16.2,1.74,3,0,1,0,1,0
0.49,9.3,300,26.0,132.0,0.994,7.99,0.32,11.0,9,1,14.8,1.38,3,0,0,1,1,0
0.29,9.7,440,33.0,98.0,0.99536,8.12,0.36,9.2,8,1,12.0,1.93,3,0,0,1,1,0
0.32,1.3,480,23.0,76.0,0.9903,7.96,0.46,12.0,8,1,15.2,1.24,3,0,0,1,0,0
0.49,4.3,850,6.0,47.0,1.0021,8.3,0.68,12.7,6,0,26.0,1.33,3,0,1,1,0,0
0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,1,14.6,1.2,3,0,0,1,0,0
0.37,1.5,280,26.0,75.0,0.9922,8.3,0.46,10.8,9,1,14.0,1.49,3,0,0,1,1,0
0.69,10.2,410,58.0,160.0,0.9977,8.06,0.45,8.6,7,1,14.6,1.67,3,1,0,0,0,0
0.06,6.8,420,9.0,84.0,0.99432,8.44,0.44,10.2,7,1,11.2,1.77,3,0,1,1,1,0
0.39,2.1,550,39.0,198.0,0.9951,8.52,0.54,10.2,8,1,14.0,1.7,3,0,0,1,0,0
0.28,2.7,530,16.0,92.0,0.99372,8.18,0.56,9.3,7,1,14.0,1.57,3,0,0,1,0,0
0.01,2.1,640,31.0,43.0,0.99371,8.41,0.57,11.8,6,0,15.4,1.17,3,0,1,0,1,0
0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,1,15.2,1.77,3,0,0,1,0,0
0.74,1.6,400,27.0,103.0,0.9916,8.07,0.4,10.8,9,1,15.2,1.71,3,0,0,1,1,0
0.22,2.0,470,146.5,307.5,0.9924,8.24,0.37,11.0,5,1,14.2,1.72,3,0,1,1,0,0
0.31,9.1,360,45.0,140.0,0.99216,7.98,0.31,12.0,9,1,14.0,1.81,3,1,0,0,0,0
0.2,1.7,760,36.0,60.0,0.99494,8.1,0.4,9.3,5,0,15.0,1.18,3,0,1,1,1,0
0.33,4.7,230,28.0,110.0,0.991,8.3,0.38,12.5,9,1,12.6,1.6,3,0,1,1,0,0
0.24,6.1,320,19.0,86.0,0.98934,8.04,0.26,13.4,10,1,12.4,1.54,3,1,0,0,0,0
0.45,2.3,820,11.0,22.0,1.0,8.0,0.7,9.3,6,0,25.4,1.72,3,1,1,0,0,0
0.22,11.5,360,27.0,150.0,0.99445,8.0,0.33,10.6,8,1,12.6,1.01,3,0,0,1,0,0
0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,1,14.4,1.89,3,0,0,1,0,0
0.01,2.4,780,17.0,32.0,0.9955,8.55,0.61,12.8,6,0,13.4,1.01,3,0,1,0,1,0
0.43,10.9,450,53.0,154.0,0.99752,8.52,0.77,10.4,8,1,13.2,1.41,3,0,0,1,1,0
0.38,4.75,330,23.0,94.0,0.991,8.42,0.42,11.8,9,1,11.4,1.16,3,1,0,0,0,0
0.2,2.0,730,34.0,44.0,0.99494,8.1,0.43,9.3,5,0,15.0,1.94,3,1,1,0,0,0
0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.46666667,7,1,9.8,1.16,3,1,0,0,0,0
0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,1,14.4,1.05,3,0,0,1,0,0
0.49,7.1,420,22.0,124.0,0.9944,8.14,0.41,10.8,8,1,16.2,1.94,3,0,0,1,0,0
0.0,1.7,700,7.0,17.0,0.99659,8.26,0.64,9.4,6,0,15.6,1.77,3,1,1,0,0,0
0.49,13.0,330,37.0,158.0,0.9955,8.14,0.35,11.3,8,1,15.6,1.17,3,0,1,1,0,0
0.37,0.9,490,36.0,109.0,0.99007,7.89,0.44,12.7,6,0,16.0,1.86,3,0,0,1,1,0
0.57,2.0,740,27.0,65.0,0.9969,8.28,0.79,10.7,5,0,18.6,1.76,3,1,0,0,0,0
0.44,7.6,500,40.0,227.0,0.99679,8.12,0.52,9.0,7,1,14.8,1.44,3,1,0,0,0,0
0.32,7.2,470,17.0,109.0,0.99498,8.42,0.44,10.4,8,1,13.6,1.7,3,0,0,1,1,0
0.26,1.1,470,42.0,119.0,0.99158,8.48,0.6,11.0,9,1,12.4,1.72,3,0,0,1,0,0
0.3,1.9,650,8.0,17.0,0.99774,8.32,0.71,10.5,6,0,18.2,1.66,3,1,1,0,0,0
0.32,1.2,430,23.0,72.0,0.99236,8.06,0.68,10.5,7,1,15.2,1.85,3,0,0,1,0,0
0.12,2.6,920,12.0,28.0,0.9994,8.51,0.72,10.0,5,0,16.6,1.62,3,0,1,0,1,0
0.29,5.0,580,28.0,105.0,0.9946,8.52,0.44,10.2,9,1,13.4,1.59,3,0,0,1,1,0
0.66,9.1,390,26.0,159.0,0.9965,8.66,0.55,10.8,7,1,11.6,1.42,3,0,0,1,0,0
0.28,1.1,340,47.0,90.0,0.98862,8.22,0.38,12.6,8,1,12.0,1.48,3,0,0,1,0,0
0.49,8.7,280,40.0,184.0,0.9962,8.22,0.36,10.7,7,1,14.2,1.19,3,0,0,1,0,0
0.34,1.6,460,27.0,154.0,0.9927,8.05,0.45,10.5,8,1,15.6,1.27,3,0,0,1,0,0
0.49,3.5,570,14.0,108.0,0.9928,8.19,0.35,11.5,8,1,16.4,1.71,3,0,0,1,0,0
0.33,9.9,320,22.0,90.0,0.99258,8.1,0.43,12.1,9,1,12.0,1.63,3,1,0,0,0,0
0.42,1.5,440,6.0,114.0,0.9914,8.04,0.74,12.8,8,1,15.2,1.12,3,0,0,1,1,0
0.45,6.2,710,6.0,14.0,0.99702,8.21,0.49,11.8,7,0,20.0,1.11,3,0,1,1,0,0
0.39,10.2,380,60.0,149.0,0.99725,8.17,0.54,10.0,9,1,13.4,1.92,3,0,0,1,0,0
0.3,9.9,370,29.0,124.0,0.99414,8.07,0.42,10.9,8,1,14.2,1.18,3,1,0,0,0,0
0.36,14.9,410,47.0,190.0,0.9982,8.08,0.31,10.0,8,1,17.0,1.03,3,1,0,0,0,0
0.32,1.4,320,31.0,161.0,0.99154,7.95,0.42,10.5,7,1,15.0,1.96,3,1,0,0,0,0
0.31,1.7,790,26.0,65.0,0.99716,8.46,0.62,9.5,6,0,15.2,1.05,3,1,0,0,0,0
0.06,4.0,870,27.0,61.0,0.9965,8.36,0.67,10.7,6,0,15.8,1.9,3,1,1,0,0,0
0.3,3.9,260,36.0,105.0,0.98963,8.26,0.58,12.75,8,1,11.6,1.37,3,0,0,1,0,0
0.3,1.0,360,38.0,114.0,0.9928,8.58,0.48,9.4,7,1,11.8,1.89,3,0,0,1,0,0
0.23,3.4,1020,37.0,92.0,0.9996,8.3,0.65,10.1,5,0,19.2,1.94,3,1,1,0,0,0
0.34,1.1,430,20.0,116.0,0.9927,8.0,0.47,10.2,8,1,16.6,1.88,3,0,0,1,0,0
0.74,12.8,760,48.0,209.0,0.9978,8.12,0.58,9.0,8,1,12.8,1.96,3,0,1,1,0,0
0.32,10.3,410,66.0,272.0,0.9969,8.17,0.52,9.1,8,1,14.2,1.53,3,0,0,1,0,0
0.29,3.9,590,28.0,199.0,0.9961,8.54,0.59,10.3,7,1,14.0,1.8,3,0,0,1,0,0
0.32,7.0,410,38.0,118.0,0.9939,8.25,0.52,10.8,8,1,13.6,1.05,3,0,0,1,0,0
0.26,1.9,490,12.0,86.0,0.9934,8.15,0.38,9.4,7,1,14.2,1.74,3,0,0,1,0,0
0.66,3.0,930,12.0,30.0,0.9996,8.18,0.63,10.8,7,0,24.0,1.17,3,1,0,0,0,0
0.25,2.3,710,23.0,58.0,0.99633,8.42,0.97,10.6,5,0,12.2,1.38,3,1,0,0,0,0
0.02,2.4,620,15.0,23.0,0.99627,8.54,0.6,11.0,6,0,13.2,1.92,3,0,0,1,0,0
0.58,2.8,960,25.0,101.0,1.00024,8.13,0.53,10.0,5,0,23.2,1.07,3,0,1,1,0,0
0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,1,14.6,1.29,3,0,0,1,0,0
0.29,1.6,450,53.0,180.0,0.9936,8.34,0.68,10.5,8,1,14.8,1.39,3,0,0,1,0,0
0.31,1.1,440,25.0,96.0,0.9932,8.54,0.51,10.3,8,1,12.8,1.57,3,0,0,1,1,0
0.49,1.0,400,32.0,148.0,0.9936,8.13,0.41,10.0,8,1,16.2,1.56,3,0,0,1,0,0
0.43,1.4,760,12.0,21.0,0.99551,8.21,0.75,10.2,6,0,17.6,1.56,3,0,1,1,0,0
0.26,13.1,500,59.0,150.0,0.99772,8.31,0.46,9.0,7,1,12.4,1.16,3,0,0,1,0,0
0.3,2.0,850,6.0,39.0,0.99346,8.33,0.46,11.9,6,0,14.0,1.36,3,0,1,1,0,0
0.68,1.5,500,31.0,156.0,0.9946,8.32,0.64,9.4,8,1,14.6,1.64,3,0,0,1,1,0
0.09,3.9,680,15.0,29.0,0.99524,8.41,0.52,11.1,4,0,13.6,1.04,3,0,1,1,1,0
0.0,2.15,800,15.0,28.0,0.99444,8.78,0.61,12.5,6,0,10.4,1.64,3,0,1,1,1,0
0.38,1.8,540,19.0,101.0,0.9946,8.24,0.44,10.0,7,1,15.0,1.83,3,0,0,1,1,0
0.29,2.8,250,37.0,107.0,0.99159,8.31,0.63,11.3,9,1,13.4,1.26,3,1,0,0,0,0
0.34,3.6,400,29.0,121.0,0.99111,8.28,0.48,12.1,9,1,13.0,1.35,3,0,0,1,0,0
0.28,1.3,260,10.0,56.0,0.99352,8.46,0.45,9.9,7,1,14.0,1.17,3,0,0,1,1,0
0.25,1.7,480,39.0,177.0,0.99212,8.28,0.57,10.6,7,1,13.0,1.27,3,1,1,0,0,0
0.28,3.7,450,57.0,151.0,0.9913,8.22,0.27,11.2,8,1,11.4,1.14,3,0,0,1,1,0
0.42,1.7,490,41.0,122.0,0.993,8.47,0.48,10.5,10,1,13.6,1.67,3,0,0,1,0,0
0.36,8.8,260,13.0,60.0,0.9956,8.13,0.35,11.05,7,1,16.6,1.65,3,0,0,1,1,0
0.26,9.9,590,33.0,181.0,0.9955,8.04,0.42,10.9,8,1,15.6,1.13,3,1,0,0,0,0
0.12,1.3,90,65.0,100.0,0.9874,8.26,0.37,13.5,7,1,10.0,1.61,3,0,1,1,1,0
0.27,6.2,590,23.0,136.0,0.9957,8.3,0.49,10.1,8,1,13.2,1.71,3,1,0,0,0,0
0.26,12.7,490,59.0,195.0,0.99596,8.26,0.54,10.5,8,1,13.8,1.17,3,1,1,0,0,0
0.37,1.2,490,6.0,94.0,0.9937,8.18,0.52,10.1,7,1,16.6,1.39,3,0,0,1,1,0
0.25,5.8,380,52.0,155.0,0.995,8.28,0.38,9.4,8,1,12.6,2.0,3,0,0,1,0,0
0.3,3.3,340,30.0,102.0,0.9912,8.08,0.31,12.3,9,1,14.2,1.31,3,1,0,0,0,0
0.34,1.6,490,14.0,132.0,0.994,8.3,0.49,9.5,8,1,12.6,1.49,3,1,0,0,0,0
0.3,9.15,510,25.0,166.0,0.99339,8.24,0.56,11.35,8,1,13.0,1.28,3,0,0,1,0,0
0.49,1.1,420,35.0,156.0,0.9917,8.13,0.55,11.3,7,1,14.8,1.53,3,0,0,1,0,0
0.0,2.2,800,18.0,28.0,0.99765,8.41,0.6,9.4,5,0,14.6,1.78,3,0,1,0,1,0
0.36,4.9,830,10.0,133.0,0.9942,8.33,0.37,10.8,8,1,14.0,1.15,3,0,0,1,0,0
0.49,1.1,420,35.0,156.0,0.9917,8.13,0.55,11.3,7,1,14.8,1.73,3,0,0,1,0,0
1.23,4.6,350,51.0,294.0,0.99018,8.03,0.43,13.1,8,1,15.2,1.09,3,0,0,1,0,0
0.29,5.35,290,43.0,106.0,0.99112,7.93,0.43,11.5,9,1,13.2,1.54,3,0,0,1,0,0
0.42,5.3,370,36.0,123.0,0.99321,8.14,0.52,10.9,8,1,14.0,1.63,3,0,0,1,0,0
0.4,1.3,360,24.0,112.0,0.9932,8.14,0.76,10.0,7,1,15.2,1.8,3,0,0,1,1,0
0.13,6.3,360,19.0,50.0,0.99312,8.09,0.25,11.1,6,1,13.8,1.22,3,0,1,0,1,0
0.3,8.1,470,13.0,114.0,0.9941,8.12,0.35,10.5,8,1,14.8,2.0,3,0,0,1,0,0
0.22,2.2,720,11.0,41.0,0.9967,8.36,0.55,9.1,5,0,16.2,1.95,3,0,1,0,1,0
0.34,4.3,400,34.0,108.0,0.99155,8.14,0.45,12.8,10,1,15.0,1.47,3,0,1,1,0,0
0.3,6.5,280,27.0,87.0,0.9936,8.4,0.42,11.4,9,1,14.0,1.61,3,1,0,0,0,0
0.24,1.6,500,32.0,96.0,0.9934,8.74,0.62,11.5,5,0,10.0,1.39,3,0,0,0,0,0
0.49,1.2,550,18.0,150.0,0.9917,8.23,0.47,11.2,8,1,14.8,1.27,3,0,0,1,1,0
0.4,1.3,470,23.0,92.0,0.99232,8.2,0.45,10.0,8,1,11.8,1.69,3,0,0,1,0,0
0.02,2.5,710,10.0,14.0,0.99538,8.51,0.71,11.7,7,0,15.2,1.47,3,0,1,0,1,0
0.42,2.8,900,35.0,73.0,0.999,8.28,0.7,9.5,6,0,20.6,1.36,3,1,1,0,0,0
0.25,1.1,330,15.0,86.0,0.99044,7.98,0.39,11.2,10,1,16.0,1.97,3,0,0,1,1,0
0.09,2.3,490,17.0,99.0,0.9937,8.63,0.63,13.0,5,0,11.2,1.8,3,1,1,0,0,0
0.3,2.7,290,64.0,158.0,0.9916,8.12,0.59,12.0,9,1,15.8,1.29,3,1,0,0,0,0
0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,1,14.8,1.86,3,0,0,1,1,0
0.52,2.2,710,12.0,35.0,1.0006,8.1,0.56,9.0,6,0,26.4,1.62,3,0,1,1,0,0
0.39,14.2,580,49.0,192.0,0.9979,7.98,0.48,9.0,9,1,14.4,1.44,3,0,0,1,0,0
0.3,11.1,470,28.0,237.0,0.9981,8.18,0.49,8.7,7,1,12.4,1.74,3,1,0,0,0,0
0.37,1.5,490,28.0,129.0,0.99226,8.15,0.52,10.8,7,1,14.2,1.36,3,0,0,1,0,0
0.44,1.4,430,25.0,109.0,0.9932,8.11,0.75,10.3,8,1,15.2,1.08,3,0,0,1,1,0
0.36,2.5,280,22.0,157.0,0.9938,8.48,0.49,10.6,8,1,14.4,1.56,3,0,0,1,0,0
0.49,6.4,420,49.0,161.0,0.9945,8.34,0.44,10.4,8,1,12.8,1.35,3,0,0,1,1,0
0.04,5.7,460,21.0,87.0,0.9934,8.22,0.51,10.2,7,1,11.8,1.25,3,1,0,0,0,0
0.29,14.4,460,39.0,118.0,0.99834,8.05,0.5,9.1,8,1,13.2,1.67,3,0,0,1,0,0
0.61,16.2,430,14.0,103.0,0.9987,8.06,0.36,9.2,8,1,14.4,1.45,3,0,0,1,0,0
0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,1,16.8,1.48,3,0,0,1,0,0
0.02,0.8,380,22.0,63.0,0.9932,8.36,0.36,9.3,7,1,11.8,1.89,3,0,1,1,0,0
0.26,12.3,440,24.0,205.0,0.99611,8.11,0.58,9.9,7,1,12.6,1.7,3,1,0,0,0,0
0.26,11.8,530,55.0,173.0,0.99699,8.11,0.6,9.8,7,1,14.8,1.72,3,0,0,1,0,0
0.33,5.4,280,21.0,75.0,0.99012,8.36,0.41,13.5,9,1,12.4,1.12,3,0,0,1,0,0
0.22,2.2,790,12.0,48.0,0.9976,8.18,0.51,9.6,5,0,18.2,1.27,3,0,1,0,1,0
0.31,8.0,500,29.0,213.0,0.99596,8.28,0.57,10.4,8,1,14.0,1.66,3,0,0,1,0,0
0.31,1.7,480,17.0,61.0,0.98953,8.24,0.37,12.0,9,1,10.4,1.39,3,0,0,1,0,0
0.25,1.2,520,34.0,181.0,0.99352,8.3,0.42,9.4,9,1,13.2,1.45,3,0,0,1,1,0
0.34,1.0,350,40.0,86.0,0.98993,8.5,0.42,11.7,7,1,11.6,1.36,3,0,0,1,0,0
0.2,7.6,310,49.0,170.0,0.99558,8.22,0.48,9.5,7,1,12.2,1.59,3,1,0,0,0,0
0.32,8.5,580,47.0,186.0,0.9956,8.19,0.4,9.9,8,1,14.4,1.85,3,0,0,1,0,0
0.31,1.6,320,36.0,109.0,0.99044,7.97,0.43,11.9,8,1,15.0,1.68,3,0,0,1,0,0
0.03,2.3,590,32.0,48.0,0.9952,8.52,0.56,12.3,7,0,13.2,1.04,3,0,0,1,0,0
0.29,7.4,280,16.0,87.0,0.99311,8.15,0.56,10.9,9,1,13.0,1.38,3,0,0,1,0,0
0.31,13.9,400,57.0,135.0,0.99672,8.21,0.38,10.7,7,1,12.8,1.59,3,0,0,1,0,0
0.49,1.5,310,17.0,122.0,0.9932,8.03,0.4,10.3,8,1,17.0,1.07,3,0,0,1,1,0
0.23,14.8,540,28.0,174.0,0.99898,8.18,0.49,9.7,7,1,15.0,1.1,3,0,1,1,0,0
0.28,7.2,400,46.0,179.0,0.99541,8.14,0.6,10.1,8,1,15.6,1.09,3,0,0,1,0,0
0.32,12.2,480,36.0,125.0,0.9967,7.92,0.54,9.4,8,1,14.2,1.78,3,0,0,1,1,0
0.0,1.8,820,5.0,16.0,0.9936,8.5,0.44,11.9,6,0,13.2,1.45,3,1,0,0,1,0
0.35,1.8,400,29.0,84.0,0.98961,7.91,0.57,12.0,9,1,13.6,2.0,3,0,0,1,1,0
0.44,11.0,500,50.0,245.0,0.9972,8.19,0.57,9.3,6,1,12.6,1.69,3,0,1,1,1,0
0.28,1.1,390,24.0,78.0,0.9899,8.36,0.47,12.1,8,1,12.4,1.79,3,0,0,1,0,0
0.28,13.3,500,47.0,132.0,0.99655,8.34,0.42,10.1,8,1,13.8,1.75,3,0,0,1,1,0
0.46,2.2,910,10.0,41.0,0.99638,8.18,0.69,11.9,6,0,19.8,1.07,3,0,1,1,0,0
0.3,1.3,530,24.0,186.0,0.99361,8.29,0.54,9.9,6,1,13.8,1.38,3,1,0,0,0,0
0.3,4.6,420,19.0,101.0,0.9946,8.31,0.42,9.3,8,1,11.4,1.05,3,0,0,1,1,0
0.4,1.5,730,14.0,21.0,0.99556,8.14,0.51,10.9,6,0,19.4,1.18,3,0,0,1,0,0
0.37,1.2,480,22.0,184.0,0.9938,8.09,0.43,9.3,7,1,15.0,1.35,3,1,0,0,0,0
0.1,2.6,680,4.0,14.0,0.99562,8.3,0.47,10.5,5,0,14.6,1.33,3,0,1,1,0,0
0.25,4.3,540,22.0,111.0,0.9956,8.12,0.49,9.2,7,1,15.2,1.13,3,1,0,0,0,0
0.15,1.8,770,26.0,35.0,0.99314,8.32,0.82,11.6,6,0,12.6,1.89,3,1,1,0,0,0
0.0,1.65,550,7.0,12.0,0.99162,8.47,0.53,12.9,6,0,12.8,1.68,3,0,1,1,1,0
